ID;Q002;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q019;Q020;Q021;Q022;Q023;Q024;Q025;peso
1155;1;4;2;2;2;5;9;2;1;2;4;2;3;5;2;1;2;2;3;3;1;0,31
1156;1;2;1;3;2;6;10;2;1;1;3;2;7;2;1;1;2;2;3;2;2;0,42
1157;2;2;3;6;2;9;11;6;1;1;2;3;4;4;3;1;2;2;3;2;1;0,53
1158;2;4;2;5;1;7;11;6;1;1;2;2;7;4;2;1;2;1;2;3;2;1,47
1159;1;3;4;3;1;4;20;6;1;1;2;4;6;3;3;2;4;;2;2;2;2,21
1160;2;4;1;6;2;6;9;7;1;1;1;2;7;4;2;1;2;2;3;3;2;0,67
1161;2;4;2;1;1;5;20;4;1;1;1;3;6;3;3;2;4;;1;3;2;0,63
1162;2;1;5;3;1;4;14;5;1;1;2;5;8;5;2;2;5;;2;1;3;0,47
1163;2;3;1;3;1;5;16;1;1;1;2;3;7;5;2;2;6;;1;3;2;1,35
1164;2;3;2;4;2;4;5;6;1;1;3;2;8;3;2;1;1;;3;3;3;0,65
1165;1;5;2;2;2;5;17;2;1;1;3;4;6;5;2;2;7;1;3;4;2;0,34
1166;1;1;2;5;1;4;14;6;1;1;3;4;3;4;2;2;5;;2;1;1;0,74
1167;1;4;2;2;1;2;10;5;1;1;1;4;9;1;5;1;2;1;2;3;4;0,44
1168;2;5;5;1;2;5;16;6;1;1;1;1;8;3;4;2;6;;3;4;3;0,89
1169;2;2;3;3;2;4;11;5;1;3;2;4;5;2;4;1;2;1;3;2;2;0,53
1170;1;2;4;4;1;4;14;3;1;3;5;5;10;5;2;2;5;;2;2;;2,74
1171;2;3;4;1;1;5;16;6;1;2;1;3;4;3;2;2;6;;2;2;1;1,95
1172;2;3;1;3;2;5;2;2;1;2;4;4;8;2;2;1;1;;3;2;3;0,45
1173;1;6;1;2;1;6;17;7;1;1;5;5;3;3;2;2;7;2;1;4;1;2,84
1174;1;3;5;5;2;2;10;5;1;1;1;3;7;3;3;1;2;2;3;2;2;0,19
1175;2;1;1;3;2;4;14;6;1;1;3;3;8;3;2;2;5;;3;1;3;0,47
1176;1;2;5;6;2;4;11;4;1;1;5;5;6;3;1;1;2;1;3;2;2;0,19
1177;1;2;5;6;2;4;11;5;1;1;5;2;5;4;1;1;2;1;3;2;2;0,73
1178;1;2;3;6;2;4;14;5;1;1;1;1;7;3;3;2;5;;3;2;2;1,15
1179;1;2;1;6;1;5;10;7;1;1;5;5;10;3;2;1;2;2;2;2;;0,61
1180;2;6;1;6;1;6;17;3;1;2;3;3;6;4;2;2;7;2;1;4;2;2,39
1181;1;1;2;3;1;4;14;2;1;2;3;3;8;2;2;2;5;;2;1;3;0,74
1182;2;2;2;3;2;1;10;1;1;1;2;3;8;2;2;1;2;2;3;2;3;0,88
1183;2;2;1;3;1;1;10;6;1;2;2;3;7;3;3;1;2;2;2;2;2;1,97
1184;1;1;4;2;1;5;4;2;1;1;2;1;5;3;2;1;1;;2;1;2;1,9
1185;1;2;3;6;1;6;11;1;1;2;4;4;3;3;4;1;2;2;2;2;1;0,71
1186;1;5;4;2;2;6;5;6;1;1;2;2;3;3;2;1;1;;3;3;1;0,26
1187;2;3;1;3;1;5;12;7;1;1;2;3;5;3;3;1;3;2;1;2;2;0,58
1188;1;3;1;4;1;5;9;3;1;2;4;3;3;5;2;1;2;1;2;3;1;0,61
1189;2;4;2;4;2;5;8;4;1;1;2;2;3;3;2;1;2;1;3;3;1;0,85
1190;2;2;1;6;1;5;18;3;1;1;3;1;6;4;4;2;4;1;2;2;2;1,97
1191;2;5;1;6;2;3;7;7;1;3;4;4;7;4;2;1;2;1;3;4;2;0,45
1192;1;2;2;6;2;4;5;4;1;1;1;1;8;4;2;1;1;;3;2;3;0,18
1193;2;4;4;3;2;5;16;7;1;2;2;3;4;2;2;2;6;;3;3;1;0,19
1194;1;2;1;3;2;6;10;4;1;2;3;4;8;5;2;1;2;2;3;2;3;0,22
1195;2;3;5;4;1;5;5;2;1;1;3;3;7;2;2;1;1;;2;2;2;1,92
1196;1;2;3;6;2;9;18;5;1;1;1;3;8;3;2;2;4;2;3;2;3;0,19
1197;2;4;5;4;1;6;2;3;1;1;1;3;3;3;3;1;1;;2;3;1;0,41
1198;1;2;4;6;2;5;1;3;1;1;1;1;1;4;1;1;1;;3;2;1;0,23
1199;2;2;3;2;1;4;14;5;1;1;2;5;8;1;4;2;5;;2;2;3;1,59
1200;1;6;2;6;1;3;17;2;1;2;4;4;8;3;2;2;7;2;1;4;3;1,8
1201;1;2;4;6;1;5;4;4;1;1;1;1;3;3;3;1;1;;1;2;1;1,13
1202;2;2;1;6;2;1;11;5;1;1;2;3;6;4;2;1;2;1;3;2;2;0,17
1203;2;3;4;6;2;5;4;5;1;1;3;3;6;4;3;1;1;;3;3;2;0,16
1204;2;2;4;2;1;4;14;5;1;1;2;3;6;3;2;2;5;;2;2;2;1,83
1205;2;1;4;1;1;4;14;7;1;1;5;5;10;5;3;2;5;;2;1;;1,33
1206;2;2;1;2;1;1;14;4;1;1;1;2;3;3;3;2;5;;2;2;1;0,49
1207;2;1;1;3;1;1;14;4;1;1;1;2;4;2;3;2;5;;2;1;1;0,29
1208;2;2;1;3;1;6;20;7;1;1;5;5;7;5;2;2;4;;2;2;2;1,97
1209;2;4;4;1;1;4;20;1;1;1;5;5;3;3;3;2;4;;1;3;1;2,32
1210;1;1;1;4;1;6;11;1;1;1;1;3;6;5;2;1;2;1;2;2;2;1,55
1211;1;5;3;6;1;5;9;4;1;1;2;1;5;4;2;1;2;1;2;3;2;0,54
1212;2;1;4;3;2;9;14;6;1;1;2;2;3;5;2;2;5;;3;2;1;0,44
1213;1;5;5;2;1;6;1;2;1;2;4;4;6;5;2;1;1;;2;4;2;2,13
1214;1;2;2;4;2;6;20;2;1;1;1;3;7;5;2;2;4;;3;2;2;0,25
1215;2;2;1;4;2;6;10;2;1;1;4;4;6;3;3;1;2;2;3;2;2;0,66
1216;2;5;1;6;2;5;6;5;1;2;4;4;5;4;2;1;2;2;3;4;2;0,2
1217;1;3;2;3;2;2;4;1;1;2;4;4;6;2;2;1;1;;3;2;2;0,47
1218;1;3;2;3;2;4;7;5;1;1;1;2;3;3;2;1;2;1;3;2;1;0,21
1219;1;4;1;6;1;8;5;1;1;1;1;1;4;5;3;1;1;;2;3;1;2,54
1220;1;2;5;1;1;1;15;7;1;2;2;4;5;3;3;2;4;;2;2;2;2,2
1221;2;1;1;6;1;9;14;3;1;1;5;5;8;4;3;2;5;;2;2;3;1,4
1222;1;1;5;2;1;4;21;7;1;1;1;1;2;1;2;;;;2;1;1;1,08
1223;1;1;5;3;1;4;21;7;1;3;5;5;1;3;2;;;;1;1;1;0,74
1224;2;4;1;4;1;5;9;7;1;1;4;4;7;3;1;1;2;2;2;3;2;2
1225;1;2;1;6;1;1;14;2;2;2;2;2;5;4;3;2;5;;2;2;2;2,47
1226;1;2;5;2;1;10;21;7;1;1;3;4;6;5;2;;;;2;2;2;2,2
1227;1;1;5;2;1;4;21;3;1;3;2;5;6;3;2;;;;1;1;2;0,56
1228;1;2;2;1;2;6;7;5;1;1;1;1;6;5;2;1;2;1;3;2;2;0,12
1229;1;2;2;3;2;1;10;6;1;2;4;3;7;5;3;1;2;2;3;2;2;0,73
1230;1;2;4;5;1;3;10;6;1;3;5;5;5;4;2;1;2;1;1;2;2;2,74
1231;1;2;4;6;1;4;14;4;1;1;1;2;8;3;2;2;5;;2;2;3;0,45
1232;1;2;2;3;2;4;12;3;1;1;1;3;7;2;3;1;3;2;3;2;2;0,73
1233;1;3;4;2;2;5;6;2;1;1;1;2;3;3;3;1;2;2;3;2;1;0,37
1234;2;3;1;2;1;5;18;6;1;1;1;4;6;3;4;2;4;2;1;3;2;2,33
1235;1;3;1;4;1;5;10;2;1;1;3;3;3;3;2;1;2;2;2;3;1;1,86
1236;2;4;1;1;1;7;11;5;1;1;5;5;6;3;2;1;2;1;2;3;2;2
1237;2;3;4;4;2;5;7;6;1;1;5;5;3;5;3;1;2;1;3;3;1;0,65
1238;2;3;1;3;1;10;10;7;1;3;5;5;10;5;3;1;2;2;2;2;;2,33
1239;2;2;3;6;2;5;11;7;1;1;5;5;10;4;2;1;2;2;3;2;;0,53
1240;2;3;2;4;2;5;10;4;1;2;2;4;7;3;2;1;2;2;3;3;2;0,11
1241;2;3;3;4;2;5;10;6;1;2;4;4;6;3;2;1;2;2;3;3;2;0,31
1242;2;5;2;3;1;6;16;4;1;3;5;5;3;3;2;2;6;;1;4;1;0,66
1243;1;5;4;2;2;5;17;3;1;1;1;3;5;1;2;2;7;2;3;3;2;1,03
1244;2;5;3;6;2;8;6;3;1;1;2;3;3;4;3;1;2;2;3;4;1;0,6
1245;2;4;1;2;1;2;10;5;1;3;2;2;7;1;4;1;2;1;2;3;2;0,7
1246;1;3;3;2;2;5;5;3;1;2;5;5;8;1;2;1;1;;3;3;3;0,15
1247;1;3;3;5;2;6;1;5;1;1;2;3;8;3;3;1;1;;3;3;3;0,23
1248;1;5;3;4;1;5;10;4;1;2;2;2;6;3;2;1;2;2;1;4;2;0,54
1249;1;4;3;4;2;5;11;6;1;1;2;3;3;5;2;1;2;2;3;3;1;0,59
1250;1;6;4;4;1;5;17;6;1;1;1;1;8;3;3;2;7;2;2;4;3;2,76
1251;2;6;3;5;1;6;17;4;1;1;2;3;3;3;2;2;7;2;1;4;1;1,57
1252;2;5;3;6;2;6;9;7;1;1;2;2;5;3;2;1;2;2;3;4;2;0,25
1253;1;3;1;6;2;6;1;6;1;2;4;4;6;3;2;1;1;;3;2;2;0,2
1254;1;6;3;6;2;6;17;4;1;2;3;3;6;3;2;2;7;2;3;4;2;0,24
1255;1;6;1;6;2;6;17;4;1;1;1;2;3;4;2;2;7;2;3;5;1;0,25
1256;1;5;3;1;1;5;7;6;1;2;3;3;10;1;2;1;2;1;2;4;;2,06
1257;2;6;3;4;2;6;17;4;1;1;1;2;3;3;3;2;7;1;3;4;1;0,24
1258;1;6;1;3;1;6;17;4;1;1;3;3;7;3;2;2;7;2;1;5;2;0,74
1259;1;6;1;6;1;5;17;7;1;3;3;3;3;4;3;2;7;2;2;4;1;2,84
1260;1;5;3;4;1;5;4;2;1;2;4;4;4;3;2;1;1;;2;4;1;1,04
1261;1;5;4;3;2;5;10;2;1;1;3;3;3;5;2;1;2;2;3;3;1;0,36
1262;1;4;5;2;1;2;20;6;1;1;1;1;3;3;4;2;4;;2;3;1;1,79
1263;1;6;1;3;1;6;17;3;1;2;3;3;3;3;3;2;7;2;2;4;1;1,65
1264;1;6;3;6;1;6;17;1;1;2;4;5;2;3;5;2;7;2;2;4;1;2,72
1265;1;6;5;2;1;6;17;6;1;1;3;3;8;5;3;2;7;2;2;4;3;0,6
1266;1;6;4;6;2;5;17;4;1;1;2;2;3;4;2;2;7;2;3;5;1;0,24
1267;1;5;1;6;2;5;6;5;1;1;4;4;7;4;2;1;2;2;3;4;2;1,23
1268;1;5;1;4;1;6;17;1;1;2;3;4;6;3;2;2;7;2;2;4;2;1,29
1269;1;5;4;6;1;5;1;2;3;2;4;4;5;4;5;1;1;;2;4;2;0,51
1270;1;5;5;4;1;5;9;3;1;2;4;4;3;3;2;1;2;2;2;3;1;0,96
1271;1;6;3;4;1;3;17;4;1;1;1;1;6;3;3;2;7;2;2;4;2;1,58
1272;1;6;3;1;1;3;17;4;1;2;3;2;8;3;2;2;7;2;2;4;3;0,45
1273;1;6;3;6;1;6;17;4;1;3;1;2;6;4;2;2;7;2;2;4;2;0,71
1274;2;6;3;4;1;6;16;3;1;2;3;4;7;3;2;2;6;;1;4;2;1,12
1275;1;6;3;3;2;3;17;5;1;1;1;2;8;2;2;2;7;1;3;4;3;0,22
1276;1;3;2;3;2;2;6;2;1;1;4;4;7;5;2;1;2;2;3;2;2;0,47
1277;1;4;3;1;1;5;4;4;1;2;3;4;8;1;2;1;1;;1;3;3;0,75
1278;2;5;1;2;1;5;10;6;1;3;2;4;8;3;2;1;2;2;1;4;3;0,58
1279;2;5;3;6;2;6;17;1;1;1;4;4;6;4;2;2;7;1;3;4;2;0,21
1280;1;5;5;5;2;5;6;5;1;1;1;1;8;4;2;1;2;2;3;4;3;0,32
1281;1;6;4;3;2;3;5;2;1;1;4;4;6;2;3;1;1;;3;4;2;0,53
1282;1;5;4;2;2;5;10;4;1;1;5;3;6;5;3;1;2;1;3;4;2;1,03
1283;1;6;2;4;1;3;17;2;1;1;1;3;9;2;3;2;7;2;1;4;4;1,8
1284;1;6;1;2;1;5;17;2;1;3;5;5;6;1;2;2;7;2;2;5;2;0,74
1285;1;6;3;6;2;5;17;3;1;1;4;4;6;3;3;2;7;1;3;5;2;0,15
1286;1;5;1;6;1;6;9;2;1;1;2;2;1;3;2;1;2;2;2;4;1;1,87
1287;1;5;2;3;1;5;17;4;1;2;3;3;8;3;2;2;7;2;2;4;3;0,76
1288;2;4;3;3;1;5;10;7;1;3;5;5;6;3;2;1;2;1;2;3;2;2,8
1289;1;4;1;3;1;5;2;6;1;2;4;4;;;;;;;;;;0,67
1290;2;3;1;4;2;5;10;6;1;;;;;;;;;;;;;0,77
1291;1;6;1;4;1;3;17;4;1;2;1;3;4;3;2;2;7;1;2;4;1;0,74
1292;2;6;1;4;2;3;17;2;1;2;3;3;;;;;;;;;;0,46
1293;2;5;5;3;1;8;16;6;1;;;;;;;;;;;;;2,67
1294;1;6;1;3;2;6;17;4;1;1;2;2;8;2;2;2;7;2;3;5;3;0,25
1295;1;4;1;6;2;2;11;5;1;;;;;;;;;;;;;0,22
1296;1;2;4;3;1;4;15;2;1;;;;;;;;;;;;;1,59
1297;2;6;5;6;1;6;17;6;1;1;4;4;5;4;3;2;7;1;2;4;2;3,72
1298;2;6;1;4;1;6;17;7;1;1;2;3;8;3;3;2;7;1;1;4;3;2,39
1299;2;1;3;3;1;4;14;1;1;;;;;;;;;;;;;1,28
1300;1;1;1;6;1;4;14;3;1;;;;;;;;;;;;;2,67
1301;1;2;4;1;1;9;13;5;1;1;1;4;;;;;;;;;;0,68
1302;2;2;1;5;2;6;10;6;1;;;;;;;;;;;;;0,16
1303;2;1;4;2;1;4;16;6;1;;;;;;;;;;;;;1,33
1304;2;1;2;4;1;4;11;7;1;3;4;5;;;;;;;;;;1,42
